id,title,work_role_id
K0527,Knowledge of risk management and mitigation strategies.,CO-CLO-001
K0552,Knowledge of tasking mechanisms.,CO-CLO-001
K0553,Knowledge of tasking processes for organic and subordinate collection assets.,CO-CLO-001
K0554,"Knowledge of tasking, collection, processing, exploitation and dissemination. CO-CLO-001
K0558,Knowledge of the available tools and applications associated with collection requirements and collection management.,CO-CLO-001
K0560,"Knowledge of the basic structure, architecture, and design of modern communication networks. CO-CLO-001
K0561,"Knowledge of the basics of network security (e.g., encryption, firewalls, authentication, honey pots, perimeter protection). CO-CLO-001
K0562,"Knowledge of the capabilities and limitations of new and emerging collection capabilities, accesses and/or processes. CO-CLO-001
K0563,"Knowledge of the capabilities, limitations and tasking methodologies of internal and external collections as they apply to planned cyber activities. CO-CLO-001
K0565,"Knowledge of the common networking and routing protocols (e.g. TCP/IP), services (e.g., web, mail, DNS), and how they interact to provide network communications. CO-CLO-001
K0569,"Knowledge of the existent tasking, collection, processing, exploitation and dissemination architecture. CO-CLO-001
K0570,Knowledge of the factors of threat that could impact collection operations.,CO-CLO-001
K0579,"Knowledge of the organization, roles and responsibilities of higher, lower and adjacent sub-elements. CO-CLO-001
K0580,Knowledge of the organization’s established format for collection plan.,CO-CLO-001
K0581,"Knowledge of the organization’s planning, operations and targeting cycles. CO-CLO-001
K0583,Knowledge of the organizational plans/directives/guidance that describe objectives.,CO-CLO-001
K0584,Knowledge of the organizational policies/procedures for temporary transfer of collection authority.,CO-CLO-001
K0587,"Knowledge of the POC’s, databases, tools and applications necessary to establish environment preparation and surveillance products. CO-CLO-001
K0588,"Knowledge of the priority information requirements from subordinate, lateral and higher levels of the organization. CO-CLO-001
K0596,Knowledge of the request for information process. ,CO-CLO-001
K0601,Knowledge of the systems/architecture/communications used for coordination.,CO-CLO-001
K0605,"Knowledge of tipping, cueing, mixing, and redundancy. CO-CLO-001
K0610,"Knowledge of virtualization products (VMware, Virtual PC). CO-CLO-001
K0612,Knowledge of what constitutes a “threat” to a network.,CO-CLO-001
K0613,"Knowledge of who the organization’s operational planners are, how and where they can be contacted, and what are their expectations. CO-CLO-001
S0238,Skill in information prioritization as it relates to operations.,CO-CLO-001
S0304,"Skill to access information on current assets available, usage. CO-CLO-001
S0305,Skill to access the databases where plans/directives/guidance are maintained.,CO-CLO-001
S0311,"Skill to apply the capabilities, limitations and tasking methodologies of available platforms, sensors, architectures and apparatus as they apply to organization objectives. CO-CLO-001
S0313,"Skill to articulate a needs statement/requirement and integrate new and emerging collection capabilities, accesses and/or processes into collection operations. CO-CLO-001
S0316,Skill to associate Intelligence gaps to priority information requirements and observables.,CO-CLO-001
S0317,Skill to compare indicators/observables with requirements.,CO-CLO-001
S0324,Skill to determine feasibility of collection.,CO-CLO-001
S0325,Skill to develop a collection plan that clearly shows the discipline that can be used to collect the information needed.,CO-CLO-001
S0327,Skill to ensure that the collection strategy leverages all available resources. ,CO-CLO-001
S0328,"Skill to evaluate factors of the operational environment to objectives, and information requirements. CO-CLO-001
S0330,"Skill to evaluate the capabilities, limitations and tasking methodologies of organic, theater, national, coalition and other collection capabilities.  CO-CLO-001
S0332,Skill to extract information from available tools and applications associated with collection requirements and collection operations management.,CO-CLO-001
S0334,"Skill to identify and apply tasking, collection, processing, exploitation and dissemination to associated collection disciplines.  CO-CLO-001
S0335,Skill to identify Intelligence gaps.,CO-CLO-001
S0336,Skill to identify when priority information requirements are satisfied.,CO-CLO-001
S0339,"Skill to interpret readiness reporting, its operational relevance and intelligence collection impact. CO-CLO-001
S0342,"Skill to optimize collection system performance through repeated adjustment, testing, and re-adjustment. CO-CLO-001
S0344,"Skill to prepare and deliver reports, presentations and briefings, to include using visual aids or presentation technology. CO-CLO-001
S0347,Skill to review performance specifications and historical information about collection assets.,CO-CLO-001
S0351,"Skill to translate the capabilities, limitations and tasking methodologies of organic, theater, national, coalition and other collection capabilities. CO-CLO-001
S0352,Skill to use collaborative tools and environments for collection operations.,CO-CLO-001
S0362,"Skill to analyze and assess internal and external partner organization capabilities and limitations (those with tasking, collection, processing, exploitation and dissemination responsibilities). CO-CLO-001
A0069,Ability to apply collaborative skills and strategies.,CO-CLO-001
A0070,Ability to apply critical reading/thinking skills.,CO-CLO-001
A0076,Ability to coordinate and collaborate with analysts regarding surveillance requirements and essential information development.,CO-CLO-001
A0078,"Ability to coordinate, collaborate and disseminate information to subordinate, lateral and higher-level organizations. CO-CLO-001
A0079,Ability to correctly employ each organization or element into the collection plan and matrix.,CO-CLO-001
T0004,"Advise senior management (e.g., CIO) on cost/benefit analysis of information security programs, policies, processes, systems, and elements. OV-SPP-001
T0025,Communicate the value of information technology (IT) security throughout all levels of the organization stakeholders.,OV-SPP-001
T0044,"Collaborate with stakeholders to establish the enterprise continuity of operations program, strategy, and mission assurance. OV-SPP-001
T0074,"Develop policy, programs, and guidelines for implementation. OV-SPP-001
T0094,Establish and maintain communication channels with stakeholders.,OV-SPP-001
T0099,"Evaluate cost/benefit, economic, and risk analysis in decision-making process. OV-SPP-001
T0116,Identify organizational policy stakeholders.,OV-SPP-001
T0222,Review existing and proposed policies with stakeholders.,OV-SPP-001
T0226,Serve on agency and interagency policy boards.,OV-SPP-001
T0341,"Advocate for adequate funding for cyber training resources, to include both internal and industry-provided courses, instructors, and related materials. OV-SPP-001
T0352,Conduct learning needs assessments and identify requirements.,OV-SPP-001
T0355,Coordinate with internal and external subject matter experts to ensure existing qualification standards reflect organizational functional requirements and meet industry standards.,OV-SPP-001
T0356,Coordinate with organizational manpower stakeholders to ensure appropriate allocation and distribution of human capital assets.,OV-SPP-001
T0362,Develop and implement standardized position descriptions based on established cyber work roles.,OV-SPP-001
T0363,"Develop and review recruiting, hiring, and retention procedures in accordance with current HR policies. OV-SPP-001
T0364,Develop cyber career field classification structure to include establishing career field entry requirements and other nomenclature such as codes and identifiers.,OV-SPP-001
T0365,Develop or assist in the development of training policies and protocols for cyber training.,OV-SPP-001
T0368,Ensure that cyber career fields are managed in accordance with organizational HR policies and directives.,OV-SPP-001
T0369,"Ensure that cyber workforce management policies and processes comply with legal and organizational requirements regarding equal opportunity, diversity, and fair hiring/employment practices. OV-SPP-001
T0372,"Establish and collect metrics to monitor and validate cyber workforce readiness including analysis of cyber workforce data to assess the status of positions identified, filled, and filled with qualified personnel. OV-SPP-001
