broad_occupation,detailed_occupation,detailed_onet_soc,major_group,minor_group,soc_or_onet_soc_2019_title
51-4020,51-4022,49-9099.01,51-0000,51-4000,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic"
51-4020,51-4023,49-9099.01,51-0000,51-4000,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic"
51-4030,51-4023,49-9099.01,51-0000,51-4000,"Machine Tool Cutting Setters, Operators, and Tenders, Metal and Plastic"
51-4030,51-4031,49-9099.01,51-0000,51-4000,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic"
51-4030,51-4032,49-9099.01,51-0000,51-4000,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic"
51-4030,51-4033,49-9099.01,51-0000,51-4000,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic"
51-4030,51-4034,49-9099.01,51-0000,51-4000,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic"
51-4030,51-4035,49-9099.01,51-0000,51-4000,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic"
51-4040,51-4035,49-9099.01,51-0000,51-4000,Machinists
51-4040,51-4041,49-9099.01,51-0000,51-4000,Machinists
51-4050,51-4041,49-9099.01,51-0000,51-4000,"Metal Furnace Operators, Tenders, Pourers, and Casters"
51-4050,51-4051,49-9099.01,51-0000,51-4000,Metal-Refining Furnace Operators and Tenders
51-4050,51-4052,49-9099.01,51-0000,51-4000,"Pourers and Casters, Metal"
51-4060,51-4052,49-9099.01,51-0000,51-4000,"Model Makers and Patternmakers, Metal and Plastic"
51-4060,51-4061,49-9099.01,51-0000,51-4000,"Model Makers, Metal and Plastic"
51-4060,51-4062,49-9099.01,51-0000,51-4000,"Patternmakers, Metal and Plastic"
51-4070,51-4062,49-9099.01,51-0000,51-4000,"Molders and Molding Machine Setters, Operators, and Tenders, Metal and Plastic"
51-4070,51-4071,49-9099.01,51-0000,51-4000,Foundry Mold and Coremakers
51-4070,51-4072,49-9099.01,51-0000,51-4000,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic"
51-4080,51-4072,49-9099.01,51-0000,51-4000,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic"
51-4080,51-4081,49-9099.01,51-0000,51-4000,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic"
51-4110,51-4081,49-9099.01,51-0000,51-4000,Tool and Die Makers
51-4110,51-4111,49-9099.01,51-0000,51-4000,Tool and Die Makers
51-4120,51-4111,49-9099.01,51-0000,51-4000,"Welding, Soldering, and Brazing Workers"
51-4120,51-4121,49-9099.01,51-0000,51-4000,"Welders, Cutters, Solderers, and Brazers"
51-4120,51-4122,49-9099.01,51-0000,51-4000,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders"
51-4190,51-4122,49-9099.01,51-0000,51-4000,Miscellaneous Metal Workers and Plastic Workers
51-4190,51-4191,49-9099.01,51-0000,51-4000,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic"
51-4190,51-4192,49-9099.01,51-0000,51-4000,"Layout Workers, Metal and Plastic"
51-4190,51-4193,49-9099.01,51-0000,51-4000,"Plating Machine Setters, Operators, and Tenders, Metal and Plastic"
51-4190,51-4194,49-9099.01,51-0000,51-4000,"Tool Grinders, Filers, and Sharpeners"
51-4190,51-4199,49-9099.01,51-0000,51-4000,"Metal Workers and Plastic Workers, All Other"
51-4190,51-4199,49-9099.01,51-0000,51-5100,Printing Workers
51-5110,51-4199,49-9099.01,51-0000,51-5100,Printing Workers
51-5110,51-5111,49-9099.01,51-0000,51-5100,Prepress Technicians and Workers
51-5110,51-5112,49-9099.01,51-0000,51-5100,Printing Press Operators
51-5110,51-5113,49-9099.01,51-0000,51-5100,Print Binding and Finishing Workers
51-5110,51-5113,49-9099.01,51-0000,51-6000,"Textile, Apparel, and Furnishings Workers"
51-6010,51-5113,49-9099.01,51-0000,51-6000,Laundry and Dry-Cleaning Workers
51-6010,51-6011,49-9099.01,51-0000,51-6000,Laundry and Dry-Cleaning Workers
51-6020,51-6011,49-9099.01,51-0000,51-6000,"Pressers, Textile, Garment, and Related Materials"
51-6020,51-6021,49-9099.01,51-0000,51-6000,"Pressers, Textile, Garment, and Related Materials"
51-6030,51-6021,49-9099.01,51-0000,51-6000,Sewing Machine Operators
51-6030,51-6031,49-9099.01,51-0000,51-6000,Sewing Machine Operators
51-6040,51-6031,49-9099.01,51-0000,51-6000,Shoe and Leather Workers
51-6040,51-6041,49-9099.01,51-0000,51-6000,Shoe and Leather Workers and Repairers
51-6040,51-6042,49-9099.01,51-0000,51-6000,Shoe Machine Operators and Tenders
51-6050,51-6042,49-9099.01,51-0000,51-6000,"Tailors, Dressmakers, and Sewers"
51-6050,51-6051,49-9099.01,51-0000,51-6000,"Sewers, Hand"
51-6050,51-6052,49-9099.01,51-0000,51-6000,"Tailors, Dressmakers, and Custom Sewers"
51-6060,51-6052,49-9099.01,51-0000,51-6000,"Textile Machine Setters, Operators, and Tenders"
51-6060,51-6061,49-9099.01,51-0000,51-6000,Textile Bleaching and Dyeing Machine Operators and Tenders
51-6060,51-6062,49-9099.01,51-0000,51-6000,"Textile Cutting Machine Setters, Operators, and Tenders"
51-6060,51-6063,49-9099.01,51-0000,51-6000,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders"
51-6060,51-6064,49-9099.01,51-0000,51-6000,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders"
51-6090,51-6064,49-9099.01,51-0000,51-6000,"Miscellaneous Textile, Apparel, and Furnishings Workers"
51-6090,51-6091,49-9099.01,51-0000,51-6000,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers"
51-6090,51-6092,49-9099.01,51-0000,51-6000,Fabric and Apparel Patternmakers
51-6090,51-6093,49-9099.01,51-0000,51-6000,Upholsterers
51-6090,51-6099,49-9099.01,51-0000,51-6000,"Textile, Apparel, and Furnishings Workers, All Other"
51-6090,51-6099,49-9099.01,51-0000,51-7000,Woodworkers
51-7010,51-6099,49-9099.01,51-0000,51-7000,Cabinetmakers and Bench Carpenters
51-7010,51-7011,49-9099.01,51-0000,51-7000,Cabinetmakers and Bench Carpenters
51-7020,51-7011,49-9099.01,51-0000,51-7000,Furniture Finishers
51-7020,51-7021,49-9099.01,51-0000,51-7000,Furniture Finishers
51-7030,51-7021,49-9099.01,51-0000,51-7000,"Model Makers and Patternmakers, Wood"
51-7030,51-7031,49-9099.01,51-0000,51-7000,"Model Makers, Wood"
51-7030,51-7032,49-9099.01,51-0000,51-7000,"Patternmakers, Wood"
51-7040,51-7032,49-9099.01,51-0000,51-7000,"Woodworking Machine Setters, Operators, and Tenders"
51-7040,51-7041,49-9099.01,51-0000,51-7000,"Sawing Machine Setters, Operators, and Tenders, Wood"
51-7040,51-7042,49-9099.01,51-0000,51-7000,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing"
51-7090,51-7042,49-9099.01,51-0000,51-7000,Miscellaneous Woodworkers
51-7090,51-7099,49-9099.01,51-0000,51-7000,"Woodworkers, All Other"
51-7090,51-7099,49-9099.01,51-0000,51-8000,Plant and System Operators
51-8010,51-7099,49-9099.01,51-0000,51-8000,"Power Plant Operators, Distributors, and Dispatchers"
51-8010,51-8011,49-9099.01,51-0000,51-8000,Nuclear Power Reactor Operators
51-8010,51-8012,49-9099.01,51-0000,51-8000,Power Distributors and Dispatchers
51-8010,51-8013,49-9099.01,51-0000,51-8000,Power Plant Operators
51-8010,51-8013,51-8013.03,51-0000,51-8000,Biomass Plant Technicians
51-8010,51-8013,51-8013.04,51-0000,51-8000,Hydroelectric Plant Technicians
51-8020,51-8013,51-8013.04,51-0000,51-8000,Stationary Engineers and Boiler Operators
51-8020,51-8021,51-8013.04,51-0000,51-8000,Stationary Engineers and Boiler Operators
51-8030,51-8021,51-8013.04,51-0000,51-8000,Water and Wastewater Treatment Plant and System Operators
51-8030,51-8031,51-8013.04,51-0000,51-8000,Water and Wastewater Treatment Plant and System Operators
51-8090,51-8031,51-8013.04,51-0000,51-8000,Miscellaneous Plant and System Operators
51-8090,51-8091,51-8013.04,51-0000,51-8000,Chemical Plant and System Operators
51-8090,51-8092,51-8013.04,51-0000,51-8000,Gas Plant Operators
51-8090,51-8093,51-8013.04,51-0000,51-8000,"Petroleum Pump System Operators, Refinery Operators, and Gaugers"
51-8090,51-8099,51-8013.04,51-0000,51-8000,"Plant and System Operators, All Other"
51-8090,51-8099,51-8099.01,51-0000,51-8000,Biofuels Processing Technicians
51-8090,51-8099,51-8099.01,51-0000,51-9000,Other Production Occupations
51-9010,51-8099,51-8099.01,51-0000,51-9000,"Chemical Processing Machine Setters, Operators, and Tenders"
51-9010,51-9011,51-8099.01,51-0000,51-9000,Chemical Equipment Operators and Tenders
51-9010,51-9012,51-8099.01,51-0000,51-9000,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders"
51-9020,51-9012,51-8099.01,51-0000,51-9000,"Crushing, Grinding, Polishing, Mixing, and Blending Workers"
51-9020,51-9021,51-8099.01,51-0000,51-9000,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders"
51-9020,51-9022,51-8099.01,51-0000,51-9000,"Grinding and Polishing Workers, Hand"
51-9020,51-9023,51-8099.01,51-0000,51-9000,"Mixing and Blending Machine Setters, Operators, and Tenders"
51-9030,51-9023,51-8099.01,51-0000,51-9000,Cutting Workers
51-9030,51-9031,51-8099.01,51-0000,51-9000,"Cutters and Trimmers, Hand"
51-9030,51-9032,51-8099.01,51-0000,51-9000,"Cutting and Slicing Machine Setters, Operators, and Tenders"
51-9040,51-9032,51-8099.01,51-0000,51-9000,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders"
51-9040,51-9041,51-8099.01,51-0000,51-9000,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders"
51-9050,51-9041,51-8099.01,51-0000,51-9000,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders"
51-9050,51-9051,51-8099.01,51-0000,51-9000,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders"
51-9060,51-9051,51-8099.01,51-0000,51-9000,"Inspectors, Testers, Sorters, Samplers, and Weighers"
51-9060,51-9061,51-8099.01,51-0000,51-9000,"Inspectors, Testers, Sorters, Samplers, and Weighers"
51-9070,51-9061,51-8099.01,51-0000,51-9000,Jewelers and Precious Stone and Metal Workers
51-9070,51-9071,51-8099.01,51-0000,51-9000,Jewelers and Precious Stone and Metal Workers
51-9070,51-9071,51-9071.06,51-0000,51-9000,Gem and Diamond Workers
51-9080,51-9071,51-9071.06,51-0000,51-9000,Dental and Ophthalmic Laboratory Technicians and Medical Appliance Technicians
51-9080,51-9081,51-9071.06,51-0000,51-9000,Dental Laboratory Technicians
51-9080,51-9082,51-9071.06,51-0000,51-9000,Medical Appliance Technicians
51-9080,51-9083,51-9071.06,51-0000,51-9000,Ophthalmic Laboratory Technicians
51-9110,51-9083,51-9071.06,51-0000,51-9000,Packaging and Filling Machine Operators and Tenders
51-9110,51-9111,51-9071.06,51-0000,51-9000,Packaging and Filling Machine Operators and Tenders
51-9120,51-9111,51-9071.06,51-0000,51-9000,Painting Workers
51-9120,51-9123,51-9071.06,51-0000,51-9000,"Painting, Coating, and Decorating Workers"
51-9120,51-9124,51-9071.06,51-0000,51-9000,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders"
51-9140,51-9124,51-9071.06,51-0000,51-9000,Semiconductor Processing Technicians
51-9140,51-9141,51-9071.06,51-0000,51-9000,Semiconductor Processing Technicians
51-9150,51-9141,51-9071.06,51-0000,51-9000,Photographic Process Workers and Processing Machine Operators
51-9150,51-9151,51-9071.06,51-0000,51-9000,Photographic Process Workers and Processing Machine Operators
51-9160,51-9151,51-9071.06,51-0000,51-9000,Computer Numerically Controlled Tool Operators and Programmers
51-9160,51-9161,51-9071.06,51-0000,51-9000,Computer Numerically Controlled Tool Operators
51-9160,51-9162,51-9071.06,51-0000,51-9000,Computer Numerically Controlled Tool Programmers
51-9190,51-9162,51-9071.06,51-0000,51-9000,Miscellaneous Production Workers
51-9190,51-9191,51-9071.06,51-0000,51-9000,Adhesive Bonding Machine Operators and Tenders
51-9190,51-9192,51-9071.06,51-0000,51-9000,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders"
51-9190,51-9193,51-9071.06,51-0000,51-9000,Cooling and Freezing Equipment Operators and Tenders
51-9190,51-9194,51-9071.06,51-0000,51-9000,Etchers and Engravers
51-9190,51-9195,51-9071.06,51-0000,51-9000,"Molders, Shapers, and Casters, Except Metal and Plastic"
51-9190,51-9195,51-9195.03,51-0000,51-9000,"Stone Cutters and Carvers, Manufacturing"
51-9190,51-9195,51-9195.04,51-0000,51-9000,"Glass Blowers, Molders, Benders, and Finishers"
51-9190,51-9195,51-9195.05,51-0000,51-9000,"Potters, Manufacturing"
51-9190,51-9196,51-9195.05,51-0000,51-9000,"Paper Goods Machine Setters, Operators, and Tenders"
51-9190,51-9197,51-9195.05,51-0000,51-9000,Tire Builders
51-9190,51-9198,51-9195.05,51-0000,51-9000,Helpers--Production Workers
51-9190,51-9199,51-9195.05,51-0000,51-9000,"Production Workers, All Other"
51-9190,51-9199,51-9195.05,53-0000,51-9000,Transportation and Material Moving Occupations
51-9190,51-9199,51-9195.05,53-0000,53-1000,Supervisors of Transportation and Material Moving Workers
53-1040,51-9199,51-9195.05,53-0000,53-1000,First-Line Supervisors of Transportation and Material Moving Workers
53-1040,53-1041,51-9195.05,53-0000,53-1000,Aircraft Cargo Handling Supervisors
53-1040,53-1042,51-9195.05,53-0000,53-1000,"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand"
53-1040,53-1042,53-1042.01,53-0000,53-1000,Recycling Coordinators
53-1040,53-1043,53-1042.01,53-0000,53-1000,First-Line Supervisors of Material-Moving Machine and Vehicle Operators
53-1040,53-1044,53-1042.01,53-0000,53-1000,First-Line Supervisors of Passenger Attendants
53-1040,53-1049,53-1042.01,53-0000,53-1000,"First-Line Supervisors of Transportation Workers, All Other"
53-1040,53-1049,53-1042.01,53-0000,53-2000,Air Transportation Workers
53-2010,53-1049,53-1042.01,53-0000,53-2000,Aircraft Pilots and Flight Engineers
53-2010,53-2011,53-1042.01,53-0000,53-2000,"Airline Pilots, Copilots, and Flight Engineers"
53-2010,53-2012,53-1042.01,53-0000,53-2000,Commercial Pilots
53-2020,53-2012,53-1042.01,53-0000,53-2000,Air Traffic Controllers and Airfield Operations Specialists
53-2020,53-2021,53-1042.01,53-0000,53-2000,Air Traffic Controllers
53-2020,53-2022,53-1042.01,53-0000,53-2000,Airfield Operations Specialists
53-2030,53-2022,53-1042.01,53-0000,53-2000,Flight Attendants
53-2030,53-2031,53-1042.01,53-0000,53-2000,Flight Attendants
53-2030,53-2031,53-1042.01,53-0000,53-3000,Motor Vehicle Operators
53-3010,53-2031,53-1042.01,53-0000,53-3000,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians"
53-3010,53-3011,53-1042.01,53-0000,53-3000,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians"
53-3030,53-3011,53-1042.01,53-0000,53-3000,Driver/Sales Workers and Truck Drivers
53-3030,53-3031,53-1042.01,53-0000,53-3000,Driver/Sales Workers
53-3030,53-3032,53-1042.01,53-0000,53-3000,Heavy and Tractor-Trailer Truck Drivers
53-3030,53-3033,53-1042.01,53-0000,53-3000,Light Truck Drivers
53-3050,53-3033,53-1042.01,53-0000,53-3000,Passenger Vehicle Drivers
53-3050,53-3051,53-1042.01,53-0000,53-3000,"Bus Drivers, School"
53-3050,53-3052,53-1042.01,53-0000,53-3000,"Bus Drivers, Transit and Intercity"
53-3050,53-3053,53-1042.01,53-0000,53-3000,Shuttle Drivers and Chauffeurs
53-3050,53-3054,53-1042.01,53-0000,53-3000,Taxi Drivers
53-3090,53-3054,53-1042.01,53-0000,53-3000,Miscellaneous Motor Vehicle Operators
53-3090,53-3099,53-1042.01,53-0000,53-3000,"Motor Vehicle Operators, All Other"
53-3090,53-3099,53-1042.01,53-0000,53-4000,Rail Transportation Workers
53-4010,53-3099,53-1042.01,53-0000,53-4000,Locomotive Engineers and Operators
53-4010,53-4011,53-1042.01,53-0000,53-4000,Locomotive Engineers
53-4010,53-4013,53-1042.01,53-0000,53-4000,"Rail Yard Engineers, Dinkey Operators, and Hostlers"
53-4020,53-4013,53-1042.01,53-0000,53-4000,"Railroad Brake, Signal, and Switch Operators and Locomotive Firers"
53-4020,53-4022,53-1042.01,53-0000,53-4000,"Railroad Brake, Signal, and Switch Operators and Locomotive Firers"
53-4030,53-4022,53-1042.01,53-0000,53-4000,Railroad Conductors and Yardmasters
53-4030,53-4031,53-1042.01,53-0000,53-4000,Railroad Conductors and Yardmasters
53-4040,53-4031,53-1042.01,53-0000,53-4000,Subway and Streetcar Operators
53-4040,53-4041,53-1042.01,53-0000,53-4000,Subway and Streetcar Operators
53-4090,53-4041,53-1042.01,53-0000,53-4000,Miscellaneous Rail Transportation Workers
53-4090,53-4099,53-1042.01,53-0000,53-4000,"Rail Transportation Workers, All Other"
53-4090,53-4099,53-1042.01,53-0000,53-5000,Water Transportation Workers
53-5010,53-4099,53-1042.01,53-0000,53-5000,Sailors and Marine Oilers
53-5010,53-5011,53-1042.01,53-0000,53-5000,Sailors and Marine Oilers
53-5020,53-5011,53-1042.01,53-0000,53-5000,Ship and Boat Captains and Operators
53-5020,53-5021,53-1042.01,53-0000,53-5000,"Captains, Mates, and Pilots of Water Vessels"
53-5020,53-5022,53-1042.01,53-0000,53-5000,Motorboat Operators
53-5030,53-5022,53-1042.01,53-0000,53-5000,Ship Engineers
53-5030,53-5031,53-1042.01,53-0000,53-5000,Ship Engineers
53-5030,53-5031,53-1042.01,53-0000,53-6000,Other Transportation Workers
53-6010,53-5031,53-1042.01,53-0000,53-6000,Bridge and Lock Tenders
53-6010,53-6011,53-1042.01,53-0000,53-6000,Bridge and Lock Tenders
53-6020,53-6011,53-1042.01,53-0000,53-6000,Parking Attendants
53-6020,53-6021,53-1042.01,53-0000,53-6000,Parking Attendants
53-6030,53-6021,53-1042.01,53-0000,53-6000,Transportation Service Attendants
53-6030,53-6031,53-1042.01,53-0000,53-6000,Automotive and Watercraft Service Attendants
53-6030,53-6032,53-1042.01,53-0000,53-6000,Aircraft Service Attendants
53-6040,53-6032,53-1042.01,53-0000,53-6000,Traffic Technicians
53-6040,53-6041,53-1042.01,53-0000,53-6000,Traffic Technicians
53-6050,53-6041,53-1042.01,53-0000,53-6000,Transportation Inspectors
53-6050,53-6051,53-1042.01,53-0000,53-6000,Transportation Inspectors
53-6050,53-6051,53-6051.01,53-0000,53-6000,Aviation Inspectors
53-6050,53-6051,53-6051.07,53-0000,53-6000,"Transportation Vehicle, Equipment and Systems Inspectors, Except Aviation"
53-6060,53-6051,53-6051.07,53-0000,53-6000,Passenger Attendants
53-6060,53-6061,53-6051.07,53-0000,53-6000,Passenger Attendants
53-6090,53-6061,53-6051.07,53-0000,53-6000,Miscellaneous Transportation Workers
53-6090,53-6099,53-6051.07,53-0000,53-6000,"Transportation Workers, All Other"
53-6090,53-6099,53-6051.07,53-0000,53-7000,Material Moving Workers
53-7010,53-6099,53-6051.07,53-0000,53-7000,Conveyor Operators and Tenders
53-7010,53-7011,53-6051.07,53-0000,53-7000,Conveyor Operators and Tenders
53-7020,53-7011,53-6051.07,53-0000,53-7000,Crane and Tower Operators
53-7020,53-7021,53-6051.07,53-0000,53-7000,Crane and Tower Operators
53-7030,53-7021,53-6051.07,53-0000,53-7000,Dredge Operators
53-7030,53-7031,53-6051.07,53-0000,53-7000,Dredge Operators
53-7040,53-7031,53-6051.07,53-0000,53-7000,Hoist and Winch Operators
53-7040,53-7041,53-6051.07,53-0000,53-7000,Hoist and Winch Operators
53-7050,53-7041,53-6051.07,53-0000,53-7000,Industrial Truck and Tractor Operators
53-7050,53-7051,53-6051.07,53-0000,53-7000,Industrial Truck and Tractor Operators
53-7060,53-7051,53-6051.07,53-0000,53-7000,Laborers and Material Movers
53-7060,53-7061,53-6051.07,53-0000,53-7000,Cleaners of Vehicles and Equipment
53-7060,53-7062,53-6051.07,53-0000,53-7000,"Laborers and Freight, Stock, and Material Movers, Hand"
53-7060,53-7062,53-7062.04,53-0000,53-7000,Recycling and Reclamation Workers
53-7060,53-7063,53-7062.04,53-0000,53-7000,Machine Feeders and Offbearers
53-7060,53-7064,53-7062.04,53-0000,53-7000,"Packers and Packagers, Hand"
53-7060,53-7065,53-7062.04,53-0000,53-7000,Stockers and Order Fillers
53-7070,53-7065,53-7062.04,53-0000,53-7000,Pumping Station Operators
53-7070,53-7071,53-7062.04,53-0000,53-7000,Gas Compressor and Gas Pumping Station Operators
53-7070,53-7072,53-7062.04,53-0000,53-7000,"Pump Operators, Except Wellhead Pumpers"
53-7070,53-7073,53-7062.04,53-0000,53-7000,Wellhead Pumpers
53-7080,53-7073,53-7062.04,53-0000,53-7000,Refuse and Recyclable Material Collectors
53-7080,53-7081,53-7062.04,53-0000,53-7000,Refuse and Recyclable Material Collectors
53-7120,53-7081,53-7062.04,53-0000,53-7000,"Tank Car, Truck, and Ship Loaders"
53-7120,53-7121,53-7062.04,53-0000,53-7000,"Tank Car, Truck, and Ship Loaders"
53-7190,53-7121,53-7062.04,53-0000,53-7000,Miscellaneous Material Moving Workers
53-7190,53-7199,53-7062.04,53-0000,53-7000,"Material Moving Workers, All Other"
53-7190,53-7199,53-7062.04,55-0000,53-7000,Military Specific Occupations
53-7190,53-7199,53-7062.04,55-0000,55-1000,Military Officer Special and Tactical Operations Leaders
55-1010,53-7199,53-7062.04,55-0000,55-1000,Military Officer Special and Tactical Operations Leaders
55-1010,55-1011,53-7062.04,55-0000,55-1000,Air Crew Officers
55-1010,55-1012,53-7062.04,55-0000,55-1000,Aircraft Launch and Recovery Officers
55-1010,55-1013,53-7062.04,55-0000,55-1000,Armored Assault Vehicle Officers
55-1010,55-1014,53-7062.04,55-0000,55-1000,Artillery and Missile Officers
55-1010,55-1015,53-7062.04,55-0000,55-1000,Command and Control Center Officers
55-1010,55-1016,53-7062.04,55-0000,55-1000,Infantry Officers
55-1010,55-1017,53-7062.04,55-0000,55-1000,Special Forces Officers
55-1010,55-1019,53-7062.04,55-0000,55-1000,"Military Officer Special and Tactical Operations Leaders, All Other"
55-1010,55-1019,53-7062.04,55-0000,55-2000,First-Line Enlisted Military Supervisors
55-2010,55-1019,53-7062.04,55-0000,55-2000,First-Line Enlisted Military Supervisors
55-2010,55-2011,53-7062.04,55-0000,55-2000,First-Line Supervisors of Air Crew Members
55-2010,55-2012,53-7062.04,55-0000,55-2000,First-Line Supervisors of Weapons Specialists/Crew Members
55-2010,55-2013,53-7062.04,55-0000,55-2000,First-Line Supervisors of All Other Tactical Operations Specialists
55-2010,55-2013,53-7062.04,55-0000,55-3000,Military Enlisted Tactical Operations and Air/Weapons Specialists and Crew Members
55-3010,55-2013,53-7062.04,55-0000,55-3000,Military Enlisted Tactical Operations and Air/Weapons Specialists and Crew Members
55-3010,55-3011,53-7062.04,55-0000,55-3000,Air Crew Members
55-3010,55-3012,53-7062.04,55-0000,55-3000,Aircraft Launch and Recovery Specialists
55-3010,55-3013,53-7062.04,55-0000,55-3000,Armored Assault Vehicle Crew Members
55-3010,55-3014,53-7062.04,55-0000,55-3000,Artillery and Missile Crew Members
55-3010,55-3015,53-7062.04,55-0000,55-3000,Command and Control Center Specialists
55-3010,55-3016,53-7062.04,55-0000,55-3000,Infantry
55-3010,55-3018,53-7062.04,55-0000,55-3000,Special Forces
55-3010,55-3019,53-7062.04,55-0000,55-3000,"Military Enlisted Tactical Operations and Air/Weapons Specialists and Crew Members, All Other"
