date,domain_source,incumbents_responding,onet_soc_code,task,task_id,task_type,title
07/2017,Incumbent,133,11-3012.00,"Direct or coordinate the supportive services department of a business, agency, or organization.",19,Supplemental,Administrative Services Managers
11/2020,Analyst,133,11-3012.00,"Communicate with and provide guidance for external vendors and service providers to ensure the organization, department, or work unit's business needs are met.",21262,Supplemental,Administrative Services Managers
11/2020,Analyst,133,11-3012.00,Develop operational standards and procedures for the work unit or department.,21263,Supplemental,Administrative Services Managers
11/2020,Analyst,133,11-3012.00,Establish work procedures or schedules to organize the daily work of administrative staff.,21264,Supplemental,Administrative Services Managers
11/2020,Analyst,133,11-3012.00,Learn to operate new office technologies as they are developed and implemented.,21265,Supplemental,Administrative Services Managers
11/2020,Analyst,133,11-3012.00,"Manage paper or electronic filing systems by recording information, updating paperwork, or maintaining documents, such as attendance records or correspondence.",21266,Supplemental,Administrative Services Managers
11/2020,Analyst,133,11-3012.00,"Meet with other departmental leaders to establish organizational goals, strategic plans, and objectives, as well as make decisions about personnel, resources, and space or equipment needs.",21267,Supplemental,Administrative Services Managers
11/2020,Analyst,133,11-3012.00,"Oversee payroll functions, such as maintaining timekeeping information and processing and submitting payroll.",21268,Supplemental,Administrative Services Managers
11/2020,Analyst,133,11-3012.00,"Read through contracts, regulations, and procedural guidelines to ensure comprehension and compliance.",21269,Supplemental,Administrative Services Managers
11/2020,Analyst,133,11-3012.00,Represent work unit at meetings or conferences and serve as liaison for requests or complaints.,21270,Supplemental,Administrative Services Managers
11/2020,Analyst,133,11-3012.00,Supervise administrative staff and provide training and orientation to new staff.,21271,Supplemental,Administrative Services Managers
11/2020,Analyst,133,11-3013.00,"Acquire, distribute and store supplies.",21272,Supplemental,Facilities Managers
11/2020,Analyst,133,11-3013.00,Conduct classes to teach procedures to staff.,21273,Supplemental,Facilities Managers
11/2020,Analyst,133,11-3013.00,"Dispose of, or oversee the disposal of, surplus or unclaimed property.",21274,Supplemental,Facilities Managers
11/2020,Analyst,133,11-3013.00,Manage leasing of facility space.,21275,Supplemental,Facilities Managers
11/2020,Analyst,133,11-3013.00,"Monitor the facility to ensure that it remains safe, secure, and well-maintained.",21276,Supplemental,Facilities Managers
11/2020,Analyst,133,11-3013.00,"Oversee construction and renovation projects to improve efficiency and to ensure that facilities meet environmental, health, and security standards, and comply with government regulations.",21277,Supplemental,Facilities Managers
11/2020,Analyst,133,11-3013.00,"Oversee the maintenance and repair of machinery, equipment, and electrical and mechanical systems.",21278,Supplemental,Facilities Managers
11/2020,Analyst,133,11-3013.00,"Participate in architectural and engineering planning and design, including space and installation management.",21279,Supplemental,Facilities Managers
11/2020,Analyst,133,11-3013.00,"Plan, administer, and control budgets for contracts, equipment, and supplies.",21280,Supplemental,Facilities Managers
11/2020,Analyst,133,11-3013.00,Prepare and review operational reports and schedules to ensure accuracy and efficiency.,21281,Supplemental,Facilities Managers
11/2020,Analyst,133,11-3013.00,Set goals and deadlines for the department.,21282,Supplemental,Facilities Managers
11/2020,Analyst,133,11-3013.01,"Analyze and evaluate security operations to identify risks or opportunities for improvement through auditing, review, or assessment.",21283,Supplemental,Security Managers
11/2020,Analyst,133,11-3013.01,Assess risks to mitigate potential consequences of incidents and develop a plan to respond to incidents.,21284,Supplemental,Security Managers
11/2020,Analyst,133,11-3013.01,"Attend meetings, professional seminars, or conferences to keep abreast of changes in executive legislative directives or new technologies impacting security operations.",21285,Supplemental,Security Managers
11/2020,Analyst,133,11-3013.01,"Communicate security status, updates, and actual or potential problems, using established protocols.",21286,Supplemental,Security Managers
11/2020,Analyst,133,11-3013.01,Conduct physical examinations of property to ensure compliance with security policies and regulations.,21287,Supplemental,Security Managers
11/2020,Analyst,133,11-3013.01,"Conduct threat or vulnerability analyses to determine probable frequency, criticality, consequence, or severity of natural or man-made disasters or criminal activity on the organization's profitability or delivery of products or services.",21288,Supplemental,Security Managers
11/2020,Analyst,133,11-3013.01,"Coordinate security operations or activities with public law enforcement, fire and other agencies.",21289,Supplemental,Security Managers
11/2020,Analyst,133,11-3013.01,"Create or implement security standards, policies, and procedures.",21290,Supplemental,Security Managers
11/2020,Analyst,133,11-3013.01,Develop budgets for security operations.,21291,Supplemental,Security Managers
11/2020,Analyst,133,11-3013.01,"Develop or manage investigation programs, including collection and preservation of video and notes of surveillance processes or investigative interviews.",21292,Supplemental,Security Managers
11/2020,Analyst,133,11-3013.01,"Develop, arrange for, perform, or assess executive protection activities to reduce security risks.",21293,Supplemental,Security Managers
11/2020,Analyst,133,11-3013.01,"Develop, conduct, support, or assist in governmental reviews, internal corporate evaluations, or assessments of the overall effectiveness of facility and personnel security processes.",21294,Supplemental,Security Managers
11/2020,Analyst,133,11-3013.01,"Develop, implement, manage, or evaluate policies and methods to protect personnel against harassment, threats, or violence.",21295,Supplemental,Security Managers
11/2020,Analyst,133,11-3013.01,"Develop, recommend, or manage security procedures for operations or processes, such as security call centers, access control, and reporting tools.",21296,Supplemental,Security Managers
11/2020,Analyst,133,11-3013.01,Direct or participate in emergency management and contingency planning.,21297,Supplemental,Security Managers
11/2020,Analyst,133,11-3013.01,"Identify, investigate, or resolve security breaches.",21298,Supplemental,Security Managers
11/2020,Analyst,133,11-3013.01,"Monitor and ensure a sound, ethical environment.",21299,Supplemental,Security Managers
11/2020,Analyst,133,11-3013.01,"Monitor security policies, programs or procedures to ensure compliance with internal security policies, or applicable government security requirements, policies, and directives.",21300,Supplemental,Security Managers
11/2020,Analyst,133,11-3013.01,Plan security for special and high-risk events.,21301,Supplemental,Security Managers
11/2020,Analyst,133,11-3013.01,"Plan, direct, or coordinate security activities to safeguard company employees, guests, or others on company property.",21302,Supplemental,Security Managers
11/2020,Analyst,133,11-3013.01,"Prepare reports or make presentations on internal investigations, losses, or violations of regulations, policies and procedures.",21303,Supplemental,Security Managers
11/2020,Analyst,133,11-3013.01,"Purchase security-related supplies, equipment, or technology.",21304,Supplemental,Security Managers
11/2020,Analyst,133,11-3013.01,"Respond to medical emergencies, bomb threats, fire alarms, or intrusion alarms, following emergency response procedures.",21305,Supplemental,Security Managers
11/2020,Analyst,133,11-3013.01,Review financial reports to ensure efficiency and quality of security operations.,21306,Supplemental,Security Managers
11/2020,Analyst,133,11-3013.01,"Supervise or provide leadership to subordinate security professionals, performing activities such as hiring, investigating applicants' backgrounds, training, assigning work, evaluating performance, or disciplining.",21307,Supplemental,Security Managers
